
# TYPE process_cpu_time_seconds_total counter
# UNIT process_cpu_time_seconds_total seconds
# HELP process_cpu_time_seconds_total Total CPU seconds broken down by different states.
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="500",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="10"} 44 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="500",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 63 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="500",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http"} 505.2831265000001 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="500",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http"} 63 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.025"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.05"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.075"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.1"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.25"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="0.75"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="1"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="2.5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="5"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="7.5"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="10"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 3 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http"} 30.495036 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/email-messages/unhandled-count",network_protocol_version="1.0",url_scheme="http"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.025"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.05"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.075"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.1"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.25"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.75"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="1"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="2.5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="7.5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="10"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 3 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http"} 63.0471906 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="0.025"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="0.05"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="0.075"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="0.1"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="0.25"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="0.5"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="0.75"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="1"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="2.5"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="5"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="7.5"} 2 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="10"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 4 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http"} 75.7080643 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/v2/events",network_protocol_version="1.0",url_scheme="http"} 4 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="0.025"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="0.05"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="0.075"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="0.1"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="0.25"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="0.5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="0.75"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="1"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="2.5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="7.5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="10"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 2 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http"} 21.1397779 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/v2/escalated-claims",network_protocol_version="1.0",url_scheme="http"} 2 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.025"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.05"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.075"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.1"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.25"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.75"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="1"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="2.5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="7.5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="10"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 2 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http"} 21.1238489 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="GET",http_response_status_code="499",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http"} 2 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="0.01"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="0.025"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="0.05"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="0.075"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="0.1"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="0.25"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="0.5"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="0.75"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="1"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="2.5"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="5"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="7.5"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/topics/{topicSamoId}/tasks",network_protocol_version="1.0",url_scheme="http",le="10"} 1 1786132820020
